la_position,pend_velocity,pend_position,cmd_volts,elapsed
3.31842,513,-55.08,0.506836,40
3.24516,400.5,-39.06,0.504883,40
3.15858,310.5,-26.64,1.046875,40
3.00594,263.076923,-16.38,0.911133,39
2.76804,237.073171,-6.66,5.006836,41
2.31,263.076923,3.6,3.833008,39
1.89738,256.5,13.86,-2.359375,40
2.22882,126,18.9,-4.995117,40
2.70474,126,23.94,-4.99707,40
3.1932,166.829268,30.78,-4.823242,41
3.63402,230.769231,39.78,0.503906,39
3.61536,391.5,55.44,0.504883,40
3.53496,504,75.6,0.504883,40
3.46584,630,100.8,0.505859,40
3.39948,746.341463,-180,0.505859,41
3.34218,853.846154,-180,0.505859,39
3.2844,886.5,-159.84,0.504883,40
3.21678,834.146341,-125.64,0.503906,41
3.14334,729,-96.48,0.504883,40
3.06678,603,-72.36,0.505859,40
2.96742,477,-53.28,1.208984,40
2.72568,387,-37.8,2.652344,40
2.27952,342,-24.12,3.827148,40
1.79976,288,-12.6,4.859375,40
1.31886,256.5,-2.34,5.005859,40
0.83844,229.5,6.84,1.22168,40
0.6699,171,13.68,-4.282227,40
1.12584,63,16.2,-4.995117,40
1.58232,83.076923,19.44,-4.994141,39
2.0718,122.926829,24.48,-4.995117,41
2.5392,170.769231,31.14,-4.779297,39
3.01644,238.5,40.68,-4.644531,40
3.48744,306,52.92,-3.890625,40
3.59748,785.853659,-107.82,0.503906,41
3.52434,660,-82.08,0.505859,39
3.45108,531,-60.84,0.505859,40
3.37686,408.292683,-44.1,0.505859,41
3.30426,315,-31.5,0.504883,40
3.2196,238.5,-21.96,1.032227,40
3.06438,198,-14.04,0.799805,40
2.85588,166.5,-7.38,5.007812,40
2.38962,189,0.18,4.314453,40
1.9188,189,7.74,-0.130859,40
1.9677,94.5,11.52,-4.805664,40
2.43234,18,12.24,-4.996094,40
2.90892,18,12.96,-4.995117,40
3.3828,45,14.76,-4.996094,40
3.79566,78.461538,17.82,0.506836,39
3.75678,215.121951,26.64,0.504883,41
3.68598,272.307692,37.26,0.504883,39
3.61812,346.5,51.12,0.504883,40
3.54516,432,68.4,0.505859,40
3.47406,540,90,0.503906,40
3.40524,667.317073,117.36,0.504883,41
3.34542,784.615385,-180,0.503906,39
3.288,873,-177.12,0.506836,40
3.2262,859.5,-142.74,0.504883,40
3.15744,787.5,-111.24,0.505859,40
3.08082,667.317073,-83.88,0.503906,41
3.01098,544.615385,-62.64,0.338867,39
2.91444,418.5,-45.9,1.938477,40
2.5473,351.219512,-31.5,3.214844,41
2.07108,297,-19.62,4.305664,40
1.59168,247.5,-9.72,5.010742,40
1.11372,202.5,-1.62,5.008789,40
0.63342,184.5,5.76,0.827148,40
0.52104,112.5,10.26,-3.59375,40
0.97968,4.5,10.44,-4.99707,40
1.4598,0,10.44,-4.994141,40
1.93824,18,11.16,-4.996094,40
2.415,31.5,12.42,-4.994141,40
2.89104,54,14.58,-4.996094,40
3.34092,73.846154,17.46,-4.99707,39
3.76824,105.365854,21.78,0.505859,41
3.71352,240,31.14,0.504883,39
3.64062,297,43.02,0.504883,40
3.57084,387,58.5,0.504883,40
3.49824,499.5,78.48,0.503906,40
3.42714,603,102.6,0.505859,40
3.36354,724.5,-180,0.506836,40
3.30552,823.5,-180,0.505859,40
3.24726,868.5,-160.74,0.503906,40
3.18168,823.5,-127.8,0.505859,40
3.10902,738,-98.28,0.506836,40
3.03282,607.5,-73.98,0.504883,40
2.93808,481.5,-54.72,1.084961,40
2.71026,386.341463,-38.88,2.547852,41
2.27628,324,-25.92,3.748047,40
1.8099,272.307692,-15.3,4.725586,39
1.32198,219.512195,-6.3,5.007812,41
0.84792,193.5,1.44,3.632812,40
0.396,171,8.28,-0.982422,40
0.55422,54,10.44,-4.996094,40
1.0266,4.5,10.62,-4.993164,40
1.50702,0,10.62,-4.996094,40
1.98498,13.5,11.16,-4.99707,40
2.46252,27,12.24,-4.995117,40
2.91468,50.769231,14.22,-4.995117,39
3.38598,72,17.1,-4.995117,40
3.80742,99,21.06,0.504883,40
3.75714,234,30.42,0.504883,40
3.68628,292.5,42.12,0.504883,40
3.61956,382.5,57.42,0.504883,40
3.54504,487.317073,77.4,0.504883,41
3.47574,595.384615,100.62,0.505859,39
3.41094,706.5,-180,0.504883,40
3.35256,819,-180,0.503906,40
3.2955,864,-163.8,0.506836,40
3.22944,834.146341,-129.6,0.504883,41
3.15882,743.076923,-100.62,0.503906,39
3.08334,621,-75.78,0.503906,40
2.9904,487.317073,-55.8,0.951172,41
2.79576,387,-40.32,2.46582,40
2.37798,328.5,-27.18,3.640625,40
1.914,272.307692,-16.56,4.631836,39
1.42734,219.512195,-7.56,5.008789,41
0.95034,184.5,-0.18,4.390625,40
0.47964,166.5,6.48,-0.019531,40
0.50658,72,9.36,-3.998047,40
0.97242,-9,9,-4.99707,40
1.45038,-18,8.28,-4.994141,40
1.92864,-9,7.92,-4.952148,40
2.38116,4.615385,8.1,-4.740234,39
2.8689,17.560976,8.82,-4.862305,41
3.33,27.692308,9.9,-4.99707,39
3.75294,40.5,11.52,0.50293,40
3.70284,148.5,17.46,0.503906,40
3.63258,184.5,24.84,0.503906,40
3.5628,237.073171,34.56,0.503906,41
3.48996,301.5,46.62,0.506836,40
3.4197,373.846154,61.2,0.505859,39
3.34728,477,80.28,0.50293,40
3.27648,594,104.04,0.504883,40
3.20892,724.390244,-180,0.506836,41
3.15078,826.153846,-180,0.50293,39
3.09036,868.5,-159.3,0.504883,40
3.09786,834.146341,-125.1,-1.979492,41
3.3681,783,-93.78,-0.905273,40
3.43896,643.5,-68.04,0.504883,40
3.35712,531,-46.8,0.503906,40
3.28446,423,-29.88,0.504883,40
3.19614,351,-15.84,0.989258,40
3.054,315,-3.24,0.640625,40
2.92728,279,7.92,1.720703,40
2.82588,283.5,19.26,-4.976562,40
3.27852,198,27.18,-4.996094,40
3.72444,234,36.54,0.504883,40
3.71142,369.230769,50.94,0.504883,39
3.63162,474.146341,70.38,0.504883,41
3.5649,609.230769,94.14,0.503906,39
3.48984,715.5,-180,0.724609,40
3.40218,837,-180,0.505859,40
3.34908,895.5,-167.94,0.504883,40
3.28608,878.04878,-131.94,0.505859,41
3.21738,789.230769,-101.16,0.504883,39
3.14244,598.5,-77.22,0.503906,40
3.06654,535.5,-55.8,0.506836,40
2.92848,432,-38.52,2.453125,40
2.4897,386.341463,-22.68,3.764648,41
2.01846,346.153846,-9.18,4.957031,39
1.52508,324.878049,4.14,5.008789,41
1.1256,301.5,16.2,-2.72168,40
1.4892,166.5,22.86,-4.99707,40
1.96788,175.5,29.88,-4.882812,40
2.44662,234,39.24,-4.746094,40
2.92542,324,52.2,-4.00293,40
3.39834,414,68.76,-2.983398,40
3.58746,756.923077,-116.28,0.503906,39
3.5139,667.317073,-88.92,0.505859,41
3.44226,535.384615,-68.04,0.505859,39
3.3699,414,-51.48,0.503906,40
3.29922,310.5,-39.06,0.505859,40
3.20376,225,-30.06,1.21582,40
3.01428,162.439024,-23.4,1.000977,41
2.78688,106.153846,-19.26,4.943359,39
2.31894,103.5,-15.12,5.008789,40
1.82874,70.243902,-12.24,5.009766,41
1.36308,32.307692,-10.98,5.010742,39
0.87318,-4.390244,-11.16,5.010742,41
0.3924,-36,-12.6,5.007812,40
-0.08826,-76.5,-15.66,5.008789,40
-0.56766,-112.5,-20.16,5.006836,40
-1.05642,-157.5,-26.46,5.007812,40
-1.54524,-225,-35.46,5.008789,40
-2.03664,-301.5,-47.52,5.009766,40
-2.53104,-405,-63.72,4.948242,40
-3.02796,-522,-84.6,2.079102,40
-3.41928,-639,-110.16,0.429687,40
-3.42672,-720,-138.96,-0.492187,40
-3.36132,-783,-170.28,-0.490234,40
-3.3009,-796.5,-180,-0.491211,40
-3.23796,-738.461538,-180,-0.491211,39
-3.1722,-630,103.86,-0.492187,40
-3.09984,-513.658537,82.8,-0.491211,41
-3.03084,-383.076923,67.86,-0.49707,39
-2.91198,-279,56.7,-1.571289,40
-2.60814,-193.5,48.96,-2.492187,40
-2.16942,-121.5,44.1,-3.128906,40
-1.67052,-30.731707,42.84,-3.255859,41
-1.19484,46.153846,44.64,-3.296875,39
-0.70704,135,50.04,-3.071289,40
-0.21936,225,59.04,-2.828125,40
0.26466,333,72.36,-2.411133,40
0.66582,459,90.72,-1.361328,40
0.80928,580.5,113.94,0.089844,40
0.81372,698.04878,-180,-0.71582,41
0.98244,805.5,-180,-3.001953,40
1.41168,873,-150.3,-2.791992,40
1.8354,823.5,-117.36,-1.673828,40
2.0469,693,-89.64,-0.668945,40
2.10432,558,-67.32,0.021484,40
2.05032,441,-49.68,1.59668,40
1.74108,382.5,-34.38,2.93457,40
1.27356,315,-21.78,4.084961,40
0.78468,270,-10.98,5.008789,40
0.30414,229.5,-1.8,5.008789,40
-0.17952,211.5,6.66,0.915039,40
-0.3174,156.923077,12.78,-4.161133,39
0.13308,54,14.94,-4.996094,40
0.61284,63,17.46,-4.994141,40
1.09284,85.5,20.88,-4.995117,40
1.5762,135,26.28,-4.996094,40
2.05398,193.5,34.02,-4.609375,40
2.5341,261,44.46,-4.413086,40
3.00666,337.5,57.96,-3.588867,40
3.4803,432,75.24,-2.520508,40
3.58608,747,-106.74,0.506836,40
3.51318,630,-81.54,0.506836,40
3.43962,490.5,-61.92,0.506836,40
3.3672,369,-47.16,0.505859,40
3.29544,270,-36.36,0.505859,40
3.20436,180,-29.16,1.154297,40
3.02958,121.5,-24.3,0.980469,40
2.79852,67.5,-21.6,4.885742,40
2.32962,58.5,-19.26,5.010742,40
1.8489,13.5,-18.72,5.007812,40
1.3692,-40.5,-20.34,5.008789,40
0.91308,-92.307692,-23.94,5.007812,39
0.41844,-153.658537,-30.24,5.008789,41
-0.05406,-226.153846,-39.06,5.008789,39
-0.53628,-310.5,-51.48,5.007812,40
-1.0299,-409.5,-67.86,3.041992,40
-1.52676,-526.5,-88.92,1.74707,40
-1.83882,-654.146341,-115.74,0.085937,41
-1.86216,-738.461538,-144.54,0.793945,39
-1.998,-819,-177.3,1.023437,40
-2.16918,-814.5,-180,1.360352,40
-2.38752,-759.512195,118.98,1.438477,41
-2.56116,-639,93.42,0.504883,40
-2.60112,-507.692308,73.62,0.094727,39
-2.54838,-399.512195,57.24,-1.077148,41
-2.30118,-319.5,44.46,-2.418945,40
-1.86378,-261,34.02,-3.391602,40
-1.37526,-198,26.1,-4.256836,40
-0.88674,-139.5,20.52,-4.901367,40
-0.399,-103.5,16.38,-4.995117,40
0.07998,-72,13.5,-4.996094,40
0.55836,-49.5,11.52,-4.996094,40
1.04016,-27,10.44,-4.994141,40
1.51974,-4.5,10.26,-4.99707,40
1.99728,13.5,10.8,-4.996094,40
2.47308,31.5,12.06,-4.993164,40
2.92404,46.153846,13.86,-4.995117,39
3.4065,74.634146,16.92,-4.994141,41
3.56418,500.487805,79.56,0.504883,41
3.49518,618.461538,103.68,0.505859,39
3.43026,738,-180,0.504883,40
3.3729,841.5,-180,0.505859,40
3.31518,864,-158.58,0.503906,40
3.24798,825.365854,-124.74,0.505859,41
3.17634,729.230769,-96.3,0.503906,39
3.10056,598.5,-72.36,0.505859,40
3.0048,469.756098,-53.1,0.976562,41
2.79216,373.5,-38.16,2.666992,40
2.34108,319.5,-25.38,3.801758,40
1.85892,270,-14.58,4.767578,40
1.37766,216,-5.94,5.008789,40
0.89676,189,1.62,3.415039,40
0.4416,171,8.46,-1.087891,40
0.6096,63,10.98,-4.996094,40
1.0833,4.5,11.16,-4.996094,40
1.56492,13.5,11.7,-4.995117,40
2.04246,27,12.78,-4.995117,40
2.49576,46.153846,14.58,-4.99707,39
2.98326,79.02439,17.82,-4.995117,41
3.4425,110.769231,22.14,-4.998047,39
3.57816,706.5,-180,0.504883,40
3.5196,823.5,-180,0.504883,40
3.46368,873,-167.04,0.505859,40
3.40146,842.926829,-132.48,0.503906,41
3.333,752.307692,-103.14,0.503906,39
3.2571,634.5,-77.76,0.503906,40
3.17874,500.487805,-57.24,0.505859,41
3.10644,387,-41.76,0.505859,40
3.03174,292.5,-30.06,0.592773,40
2.84292,238.5,-20.52,4.421875,40
2.37702,234,-11.16,5.009766,40
1.89768,207,-2.88,5.008789,40
1.422,180,4.32,1.584961,40
1.16586,139.5,9.9,-2.717773,40
1.60242,0,9.9,-4.995117,40
2.07864,-9,9.54,-4.995117,40
2.55654,-4.5,9.36,-4.99707,40
3.00858,13.846154,9.9,-4.995117,39
3.49128,30.731707,11.16,-4.994141,41
3.58974,424.615385,69.12,0.503906,39
3.51846,535.5,90.54,0.504883,40
3.44922,652.5,116.64,0.504883,40
3.38814,777.073171,-180,0.505859,41
3.33276,853.846154,-178.2,0.506836,39
3.27204,859.5,-143.82,0.505859,40
3.20334,787.5,-112.32,0.506836,40
3.13002,671.707317,-84.78,0.505859,41
3.05436,540,-63.18,0.504883,40
2.93202,423,-46.26,1.90332,40
2.5812,346.5,-32.4,3.193359,40
2.10486,292.5,-20.7,4.236328,40
1.62186,234,-11.34,5.008789,40
1.14312,189,-3.78,5.009766,40
0.66222,162,2.7,2.134766,40
0.30198,135,8.1,-1.717773,40
0.627,-4.5,7.92,-4.958008,40
1.104,-36,6.48,-4.750977,40
1.5621,-41.538462,4.86,-3.858398,39
2.03934,-40.5,3.24,-2.874023,40
2.51658,-36,1.8,-1.910156,40
2.83644,-13.5,1.26,-0.72168,40
2.8725,36,2.7,-0.003906,40
2.94654,22.5,3.6,-1.637695,40
3.23412,-31.5,2.34,-2.155273,40
3.44718,-27,1.26,0.505859,40
3.34932,31.5,2.52,0.505859,40
3.28278,18,3.24,0.50293,40
3.21336,18,3.96,0.504883,40
3.1392,8.780488,4.32,0.503906,41
3.07164,0,4.32,0.503906,39
3.13806,-30.731707,3.06,-2.578125,41
3.41964,-85.5,-0.36,0.504883,40
3.3264,-18,-1.08,0.279297,40
3.2847,-36,-2.52,0.504883,40
3.17022,-40.5,-4.14,1.338867,40
2.89674,-31.5,-5.4,2.394531,40
2.47416,-22.5,-6.3,3.268555,40
1.99602,-31.5,-7.56,3.805664,40
1.51884,-58.5,-9.9,4.587891,40
1.0449,-94.5,-13.68,5.007812,40
0.5649,-135,-19.08,5.007812,40
0.08388,-184.5,-26.46,5.008789,40
-0.37026,-244.615385,-36,5.008789,39
-0.8739,-329.268293,-49.5,5.006836,41
-1.35666,-438.461538,-66.6,3.699219,39
-1.85268,-549,-88.56,1.852539,40
-2.18844,-666,-115.2,0.119141,40
-2.21166,-751.5,-145.26,0.723633,40
-2.33646,-825.365854,-179.1,0.976562,41
-2.49462,-816.923077,-180,1.370117,39
-2.70852,-751.5,118.98,1.426758,40
-2.88006,-634.5,93.6,0.509766,40
-2.919,-500.487805,73.08,0.09375,41
-2.86992,-391.5,57.42,-1.123047,40
-2.628,-323.076923,44.82,-2.40625,39
-2.1825,-267.804878,33.84,-3.361328,41
-1.6935,-207,25.56,-4.283203,40
-1.20564,-157.5,19.26,-4.954102,40
-0.71766,-126,14.22,-4.99707,40
-0.23478,-103.5,10.08,-4.995117,40
0.24522,-252,0,-4.996094,40
0.6771,-85.5,-3.42,0.189453,40
0.56388,27,-2.34,1.985352,40
0.25314,72,0.54,1.388672,40
0.12402,40.5,2.16,-0.046875,40
0.20172,0,2.16,-1.30957,40
0.40662,-31.5,0.9,-1.280273,40
0.53028,-13.846154,0.36,0.029297,39
0.5175,21.95122,1.26,0.016602,41
0.54096,27.692308,2.34,-0.59375,39
0.66768,18,3.06,-1.408203,40
0.91224,-9,2.7,-1.839844,40
1.18752,-18,1.98,-1.605469,40
1.38342,4.390244,2.16,-0.706055,41
1.49562,32.307692,3.42,-1.289062,39
1.73124,27,4.5,-2.057617,40
2.08992,4.5,4.68,-2.704102,40
2.53488,-8.780488,4.32,-2.797852,41
2.95776,0,4.32,-2.571289,40
3.35244,22.5,5.22,-2.576172,40
3.60558,60,7.56,0.506836,39
3.50214,162.439024,14.22,0.503906,41
3.4365,184.5,21.6,0.504883,40
3.3636,234,30.96,0.505859,40
3.29154,297,42.84,0.504883,40
3.22212,383.076923,57.78,0.504883,39
3.14892,499.5,77.76,0.505859,40
3.07734,614.634146,102.96,0.503906,41
3.04266,747,-180,-0.461914,40
3.17838,859.5,-180,-2.904297,40
3.50172,922.5,-155.88,0.505859,40
3.40998,792,-124.2,0.506836,40
3.34212,669.230769,-98.1,0.504883,39
3.26544,553.170732,-75.42,0.505859,41
3.19188,424.615385,-58.86,0.504883,39
3.11814,315,-46.26,0.503906,40
3.04782,220.5,-37.44,0.504883,40
2.88138,153,-31.32,3.885742,40
2.40648,140.487805,-25.56,4.359375,41
1.9368,87.692308,-22.14,4.788086,39
1.4571,36,-20.7,5.007812,40
0.97944,-13.5,-21.24,5.006836,40
0.50124,-58.5,-23.58,5.010742,40
0.01086,-109.756098,-28.08,5.010742,41
-0.46482,-171,-34.92,5.006836,40
-0.95082,-243,-44.64,5.007812,40
-1.43244,-323.076923,-57.24,5.009766,39
-1.93848,-434.634146,-75.06,2.582031,41
-2.41932,-558,-97.38,1.177734,40
-2.58822,-666,-124.02,0.352539,40
-2.6538,-769.5,-154.8,0.918945,40
-2.8074,-828,-180,1.100586,40
-2.985,-814.5,-180,1.374023,40
-3.20172,-742.5,109.8,1.442383,40
-3.33456,-621,84.96,-0.491211,40
-3.24372,-486,65.52,-0.491211,40
-3.17868,-369,50.76,-0.492187,40
-3.11298,-281.538462,39.78,-0.491211,39
-3.04104,-197.560976,31.68,-0.490234,41
-2.86998,-129.230769,26.64,-4.413086,39
-2.39046,-126,21.6,-4.799805,40
-1.90452,-85.5,18.18,-4.995117,40
-1.4151,-45,16.38,-4.995117,40
-0.9183,-4.390244,16.2,-4.996094,41
-0.44064,36.923077,17.64,-4.996094,39
0.03798,85.5,21.06,-4.994141,40
0.5175,130.5,26.28,-4.995117,40
1.00128,180,33.48,-4.616211,40
1.49112,263.414634,44.28,-4.457031,41
1.96146,355.384615,58.14,-3.601562,39
2.44164,450,76.14,-2.506836,40
2.9163,583.902439,100.08,-1.082031,41
3.05994,678.461538,-180,0.079102,39
3.13674,781.463415,-180,-3.054687,41
3.47124,873,-166.5,0.505859,40
3.40308,756,-136.26,0.505859,40
3.33,666,-109.62,0.504883,40
3.25548,549,-87.66,0.503906,40
3.17886,409.5,-71.28,0.505859,40
3.1065,288,-59.76,0.504883,40
3.03204,175.5,-52.74,0.574219,40
2.8731,76.5,-49.68,2.755859,40
2.44026,18.461538,-48.96,3.00293,39
1.95762,-67.5,-51.66,3.070312,40
1.47312,-171,-58.5,4.615234,40
0.98844,-279,-69.66,2.454102,40
0.50928,-400.5,-85.68,1.578125,40
0.2949,-535.5,-107.1,0.317383,40
0.2496,-643.5,-132.84,0.695312,40
0.1152,-747,-162.72,1.216797,40
-0.07434,-792,-180,1.380859,40
-0.2853,-765,-180,1.544922,40
-0.53664,-680.487805,107.1,1.672852,41
-0.73062,-563.076923,85.14,0.362305,39
-0.73848,-430.243902,67.5,-0.301758,41
-0.63144,-324,54.54,-1.586914,40
-0.31488,-238.5,45,-2.655273,40
0.13506,-166.5,38.34,-3.291016,40
0.6159,-81,35.1,-3.802734,40
1.1001,-4.5,34.92,-4.013672,40
1.5807,76.5,37.98,-3.969727,40
2.06022,157.5,44.28,-3.631836,40
2.54016,247.5,54.18,-3.583008,40
3.01404,355.5,68.4,-2.807617,40
3.48882,472.5,87.3,-1.685547,40
3.75318,585,110.7,0.504883,40
3.66408,679.5,-180,0.505859,40
3.6129,752.307692,-180,0.505859,39
3.55224,790.243902,-160.38,0.504883,41
3.48816,747.692308,-131.22,0.503906,39
3.4161,657,-104.94,0.503906,40
3.34212,526.5,-83.88,0.504883,40
3.26832,400.5,-67.86,0.504883,40
3.19386,272.195122,-56.7,0.506836,41
3.12426,161.538462,-50.4,0.504883,39
3.05238,58.5,-48.06,0.503906,40
2.85588,-22.5,-48.96,3.126953,40
2.38734,-81,-52.2,5.009766,40
1.893,-175.609756,-59.4,4.226562,41
1.41798,-290.769231,-70.74,2.381836,39
0.93942,-408.292683,-87.48,1.495117,41
0.7581,-535.5,-108.9,0.177734,40
0.71886,-657,-135.18,0.758789,40
0.5745,-751.5,-165.24,1.203125,40
0.38772,-798.461538,-180,1.414062,39
0.1647,-763.902439,-180,1.516602,41
-0.0732,-675,105.3,1.677734,40
-0.2622,-549,83.34,0.353516,40
-0.26694,-423,66.42,-0.339844,40
-0.15234,-319.5,53.64,-1.679687,40
0.17616,-234,44.28,-2.727539,40
0.6348,-166.5,37.62,-3.334961,40
1.09416,-83.076923,34.38,-3.868164,39
1.58808,-8.780488,34.02,-4.082031,41
2.055,69.230769,36.72,-4.054687,39
2.53398,144,42.48,-3.750977,40
3.00906,234,51.84,-3.179687,40
3.47832,333,65.16,-2.987305,40
3.58086,683.076923,-102.42,0.505859,39
3.50664,558,-80.1,0.505859,40
3.43146,421.463415,-62.82,0.505859,41
3.36018,301.5,-50.76,0.505859,40
3.28956,202.5,-42.66,0.505859,40
3.20544,117,-37.98,0.891602,40
3.06336,36.923077,-36.54,1.198242,39
2.75994,-13.170732,-37.08,3.992187,41
2.28558,-63,-39.6,5.009766,40
1.80432,-139.5,-45.18,5.009766,40
1.31982,-238.5,-54.72,5.008789,40
0.84444,-336.923077,-67.86,2.768555,39
0.34428,-460.97561,-86.76,1.737305,41
0.07068,-563.076923,-108.72,0.24707,39
0.03,-689.268293,-136.98,0.769531,41
-0.10068,-780,-167.4,1.09082,39
-0.27636,-807.804878,-180,1.326172,41
-0.47628,-775.384615,-180,1.47168,39
-0.71412,-679.5,102.06,1.624023,40
-0.90192,-553.170732,79.38,0.294922,41
-0.89238,-433.846154,62.46,-0.604492,39
-0.73122,-337.5,48.96,-1.987305,40
-0.34728,-274.5,37.98,-3.099609,40
0.13044,-207,29.7,-3.926758,40
0.62388,-136.097561,24.12,-4.59668,41
1.10694,-76.5,21.06,-4.996094,40
1.58634,-31.5,19.8,-4.996094,40
2.05314,9.230769,20.16,-4.995117,39
2.5416,57.073171,22.5,-4.995117,41
3.0156,108,26.82,-4.994141,40
3.48522,166.5,33.48,-4.584961,40
3.57228,873,-155.52,0.504883,40
3.51066,793.846154,-124.56,0.503906,39
3.43614,706.829268,-95.58,0.503906,41
3.36282,586.153846,-72.72,0.503906,39
3.28842,450,-54.72,0.503906,40
3.21546,342,-41.04,0.50293,40
3.13566,256.5,-30.78,0.832031,40
2.97426,201.95122,-22.5,1.731445,41
2.65524,184.615385,-15.3,5.00293,39
2.18106,171,-8.46,5.009766,40
1.6998,153,-2.34,4.963867,40
1.22046,148.5,3.6,1.295898,40
1.00314,105.365854,7.92,-2.253906,41
1.41648,-18.461538,7.2,-4.828125,39
1.90596,-21.95122,6.3,-4.302734,41
2.385,-13.5,5.76,-3.759766,40
2.85048,9.230769,6.12,-3.438477,39
3.33408,26.341463,7.2,-3.670898,41
3.75714,54,9.36,0.506836,40
3.70716,162,15.84,0.505859,40
3.63588,198,23.76,0.504883,40
3.56814,261,34.2,0.504883,40
3.49512,333,47.52,0.504883,40
3.42246,423,64.44,0.504883,40
3.35052,535.5,85.86,0.504883,40
3.28122,652.5,111.96,0.504883,40
3.22098,756.923077,-180,0.503906,39
3.16026,847.317073,-180,0.503906,41
3.0996,853.846154,-150.48,0.504883,39
3.0699,796.5,-118.62,-0.790039,40
3.17826,706.5,-90.36,-0.759766,40
3.2427,567,-67.68,0.505859,40
3.1596,463.5,-49.14,0.504883,40
3.08904,364.5,-34.56,0.505859,40
2.93598,301.5,-22.5,3.083008,40
2.4753,306,-10.26,4.983398,40
1.9908,279,0.9,5.010742,40
1.5294,279,12.06,-0.640625,40
1.64244,184.5,19.44,-4.995117,40
2.11206,148.5,25.38,-4.995117,40
2.60316,193.170732,33.3,-4.679687,41
3.07992,261,43.74,-4.470703,40
3.54234,346.153846,57.24,-3.646484,39
3.5469,603,-75.42,0.505859,40
3.47826,466.153846,-57.24,0.504883,39
3.40428,368.780488,-42.12,0.505859,41
3.33252,276.923077,-31.32,0.587891,39
3.23454,207,-23.04,1.029297,40
3.0825,162,-16.56,0.821289,40
2.87094,126,-11.52,5.009766,40
2.39118,149.268293,-5.4,5.010742,41
1.92012,138.461538,0,3.140625,39
1.45038,130.5,5.22,-0.091797,40
1.47294,45,7.02,-3.213867,40
1.93296,-49.5,5.04,-4.241211,40
2.42304,-52.682927,2.88,-2.979492,41
2.88864,-46.153846,1.08,-1.681641,39
3.1608,-26.341463,0,-0.175781,41
3.13194,72,2.88,0.504883,40
3.05526,94.5,6.66,0.504883,40
3.11106,81,9.9,-4.057617,40
3.52578,9.230769,10.26,0.506836,39
3.50616,122.926829,15.3,0.504883,41
3.4299,171,22.14,0.504883,40
3.36132,234,31.5,0.503906,40
3.28674,297,43.38,0.503906,40
3.21258,373.5,58.32,0.506836,40
3.1416,486,77.76,0.504883,40
3.07152,598.5,101.7,0.504883,40
3.02862,710.769231,-180,-0.238281,39
3.15042,847.317073,-180,-2.972656,41
3.48378,927.692308,-159.66,0.504883,39
3.39828,805.5,-127.44,0.504883,40
3.32724,697.5,-99.54,0.504883,40
3.25158,567,-76.86,0.504883,40
3.174,434.634146,-59.04,0.505859,41
3.10218,318.461538,-46.62,0.504883,39
3.00942,225,-37.62,1.178711,40
2.75418,162,-31.14,3.873047,40
2.28588,139.5,-25.56,4.370117,40
1.7925,83.414634,-22.14,4.789062,41
1.32444,23.076923,-21.24,5.008789,39
0.84516,-27,-22.32,5.007812,40
0.35136,-79.02439,-25.56,5.006836,41
-0.12924,-139.5,-31.14,5.010742,40
-0.61068,-198,-39.06,5.006836,40
-1.10262,-279,-50.22,5.010742,40
-1.58592,-373.846154,-64.8,3.716797,39
-2.09544,-491.707317,-84.96,1.986328,41
-2.46708,-612,-109.44,0.396484,40
-2.5224,-715.5,-138.06,0.816406,40
-2.66274,-805.5,-170.28,0.994141,40
-2.826,-832.5,-180,1.272461,40
-3.02502,-778.5,-180,1.354492,40
-3.23976,-669.230769,99.18,1.608398,39
-3.40158,-553.170732,76.5,-0.492187,41
-3.30792,-438.461538,59.4,-0.491211,39
-3.2445,-337.5,45.9,-0.491211,40
-3.17592,-252,35.82,-0.492187,40
-3.10974,-166.5,29.16,-0.492187,40
-3.03936,-83.414634,25.74,-0.491211,41
-2.84856,-55.384615,23.58,-4.838867,39
-2.37726,-54,21.42,-4.994141,40
-1.88466,-18,20.7,-4.995117,40
-1.40184,22.5,21.6,-4.994141,40
-0.9,83.414634,25.02,-4.994141,41
-0.42444,143.076923,30.6,-4.766602,39
0.05652,211.5,39.06,-4.225586,40
0.53964,279,50.22,-4.014648,40
1.03542,381.95122,65.88,-3.129883,41
1.5219,513,86.4,-1.891602,40
1.90812,612,110.88,-0.265625,40
1.9281,720,-180,-0.522461,40
2.05032,816.923077,-180,-2.958008,39
2.46726,891.219512,-151.92,-2.767578,41
2.90142,841.5,-118.26,-1.693359,40
3.12282,702,-90.18,-0.662109,40
3.16182,580.5,-66.96,0.504883,40
3.0828,461.538462,-48.96,0.505859,39
2.93496,369,-34.2,2.981445,40
2.46312,351.219512,-19.8,4.099609,41
1.99188,304.615385,-7.92,5.006836,39
1.50144,283.5,3.42,4.541992,40
1.08762,274.5,14.4,-2.236328,40
1.4115,153,20.52,-4.995117,40
1.89876,162.439024,27.18,-4.996094,41
2.36814,207.692308,35.28,-4.506836,39
2.84664,279,46.44,-4.314453,40
3.32208,382.5,61.74,-3.431641,40
3.77304,490.5,81.36,0.503906,40
3.75588,627.804878,107.1,0.504883,41
3.68658,738.461538,-180,0.505859,39
3.63378,837,-180,0.504883,40
3.57564,856.097561,-155.52,0.503906,41
3.51108,803.076923,-124.2,0.505859,39
3.43614,702.439024,-95.4,0.504883,41
3.36192,571.5,-72.54,0.504883,40
