la_position,pend_velocity,pend_position,cmd_volts,elapsed
-3.69096,-891.219512,-180,-0.493164,41
-3.62802,-837,-180,-0.491211,40
-3.55668,-724.5,90.72,-0.491211,40
-3.48378,-594,66.96,-0.492187,40
-3.4122,-468,48.24,-0.491211,40
-3.34344,-369,33.48,-0.492187,40
-3.27762,-292.5,21.78,-0.491211,40
-3.21336,-243,12.06,-0.491211,40
-3.14292,-207,3.78,-0.493164,40
-3.07728,-184.5,-3.6,-0.492187,40
-3.14064,-166.5,-10.26,2.237305,40
-3.41532,-135,-15.66,-0.492187,40
-3.31464,-238.5,-25.2,-0.491211,40
-3.25134,-279,-36.36,-0.491211,40
-3.18618,-350.769231,-50.04,-0.489258,39
-3.11562,-450,-68.04,-0.491211,40
-3.04632,-562.5,-90.54,-0.492187,40
-3.01338,-693.658537,-118.98,0.105469,41
-3.05982,-812.307692,-150.66,0.680664,39
-3.1707,-877.5,-180,0.807617,40
-3.228,-864,-180,-0.489258,40
-3.15084,-760.5,-180,-0.492187,40
-3.0798,-639,83.7,-0.491211,40
-3.01266,-513,63.18,-0.375,40
-2.89584,-391.5,47.52,-1.915039,40
-2.51394,-328.5,34.38,-3.202148,40
-2.01156,-267.804878,23.4,-4.266602,41
-1.52382,-207,15.12,-4.995117,40
-1.03362,-162,8.64,-4.994141,40
-0.54558,-130.5,3.42,-4.995117,40
-0.06474,-112.5,-1.08,-1.952148,40
0.22788,-76.5,-4.14,0.513672,40
0.0111,103.5,0,2.436523,40
-0.31452,58.5,2.34,-0.067383,40
-0.21438,-18,1.62,-1.428711,40
-0.04308,-40.5,0,-0.383789,40
-0.02838,-18,-0.72,0.036133,40
-0.0336,-18,-1.44,0.148437,40
-0.07086,-4.5,-1.62,0.611328,40
-0.17244,18.461538,-0.9,0.889648,39
-0.27708,8.780488,-0.54,0.212891,41
-0.28578,-18.461538,-1.26,0,39
-0.30612,-31.5,-2.52,0.496094,40
-0.43536,-4.5,-2.7,1.543945,40
-0.69612,18,-1.98,1.628906,40
-0.9405,17.560976,-1.26,1.178711,41
-1.09716,-9.230769,-1.62,0.702148,39
-1.2069,-31.5,-2.88,0.900391,40
-1.3938,-27,-3.96,1.75293,40
-1.72764,4.390244,-3.78,2.397461,41
-2.11704,13.5,-3.24,2.268555,40
-2.46384,-4.615385,-3.42,1.94043,39
-2.79204,-21.95122,-4.32,2.0625,41
-3.1593,-27,-5.4,2.616211,40
-3.43986,-54,-7.56,-0.492187,40
-3.3327,-144,-13.32,-0.490234,40
-3.27186,-166.153846,-19.8,-0.491211,39
-3.20142,-219.512195,-28.8,-0.491211,41
-3.13272,-279,-39.96,-0.490234,40
-3.08178,-355.5,-54.18,-0.125,40
-3.22302,-436.5,-71.64,2.831055,40
-3.56118,-549,-93.6,-0.493164,40
-3.46284,-648,-119.52,-0.492187,40
-3.40446,-765,-150.12,-0.491211,40
-3.35052,-803.076923,-180,-0.493164,39
-3.28944,-812.195122,-180,-0.489258,41
-3.22428,-743.076923,-180,-0.492187,39
-3.15342,-630,91.08,-0.491211,40
-3.08274,-495,71.28,-0.492187,40
-2.97852,-378,56.16,-1.267578,40
-2.69802,-298.536585,43.92,-2.514648,41
-2.26872,-221.538462,35.28,-3.423828,39
-1.77654,-157.5,28.98,-4.115234,40
-1.29096,-85.5,25.56,-4.616211,40
-0.8007,-31.5,24.3,-4.860352,40
-0.30516,21.95122,25.2,-4.923828,41
0.17754,76.5,28.26,-4.800781,40
0.64746,138.461538,33.66,-4.483398,39
1.1445,210.731707,42.3,-3.958984,41
1.62654,297,54.18,-3.754883,40
2.1087,414,70.74,-2.816406,40
2.5899,513,91.26,-1.507812,40
2.8521,627.692308,-180,0.123047,39
2.91864,737.560976,-180,-3.202148,41
3.32202,855,-179.82,-2.925781,40
3.70128,868.5,-145.08,0.500977,40
3.63246,711,-116.64,0.504883,40
3.56118,595.384615,-93.42,0.504883,39
3.48756,469.756098,-74.16,0.506836,41
3.41748,327.692308,-61.38,0.504883,39
3.3432,219.512195,-52.38,0.504883,41
3.27534,115.384615,-47.88,0.503906,39
3.20304,13.5,-47.34,0.504883,40
3.13218,-85.5,-50.76,0.511719,40
2.91144,-166.5,-57.42,4.941406,40
2.4264,-250.243902,-67.68,2.537109,41
1.95348,-369.230769,-82.08,1.733398,39
1.69122,-490.5,-101.7,0.601562,40
1.62756,-612,-126.18,0.475586,40
1.51872,-711.219512,-155.34,1.223633,41
1.31976,-778.5,-180,1.389648,40
1.10778,-765,-180,1.609375,40
0.85842,-697.5,-180,1.671875,40
0.58746,-581.538462,92.34,1.994141,39
0.38442,-460.97561,73.44,-0.120117,41
0.46422,-346.5,59.58,-1.101562,40
0.69948,-256.5,49.32,-2.24707,40
1.10634,-175.5,42.3,-3.089844,40
1.58622,-99,38.34,-3.461914,40
2.06712,-9,37.98,-3.744141,40
2.5464,63,40.5,-3.702148,40
3.02202,153,46.62,-3.423828,40
3.4911,238.5,56.16,-3.333984,40
3.50142,649.756098,-92.7,0.50293,41
3.42852,521.538462,-72.36,0.504883,39
3.35574,396,-56.52,0.505859,40
3.28464,283.5,-45.18,0.505859,40
3.213,189,-37.62,0.505859,40
3.11616,105.365854,-33.3,1.18457,41
2.88498,55.384615,-31.14,2.795898,39
2.41674,21.95122,-30.24,4.387695,41
1.93566,-45,-32.04,4.463867,40
1.46598,-110.769231,-36.36,5.007812,39
0.97134,-188.780488,-44.1,5.007812,41
0.4848,-283.5,-55.44,5.009766,40
-0.00594,-391.5,-71.1,2.717773,40
-0.49392,-513,-91.62,1.489258,40
-0.71544,-630,-116.82,0.119141,40
-0.76068,-729,-145.98,0.930664,40
-0.9189,-810,-178.38,1.101562,40
-1.10346,-810,-180,1.429687,40
-1.32606,-751.5,-180,1.461914,40
-1.56012,-632.307692,94.5,1.736328,39
-1.7565,-526.5,73.44,0.154297,40
-1.70688,-409.5,57.06,-1.086914,40
-1.4637,-337.5,43.56,-2.429687,40
-1.02534,-274.5,32.58,-3.487305,40
-0.53592,-207,24.3,-4.400391,40
-0.05232,-144,18.54,-4.99707,40
0.42954,-108,14.22,-4.996094,40
0.9201,-67.5,11.52,-4.99707,40
1.39206,-45,9.72,-4.994141,40
1.88214,-21.95122,8.82,-4.995117,41
2.34858,0,8.82,-4.99707,39
2.83554,21.95122,9.72,-4.996094,41
3.30666,45,11.52,-4.995117,40
3.72906,72,14.4,0.501953,40
3.678,202.5,22.5,0.504883,40
3.60384,261,32.94,0.504883,40
3.53328,333,46.26,0.505859,40
3.46056,418.5,63,0.505859,40
3.38748,526.5,84.06,0.504883,40
3.31776,643.5,109.8,0.505859,40
3.2562,769.5,-180,0.504883,40
3.19812,846,-180,0.503906,40
3.1362,859.5,-151.2,0.504883,40
3.06744,796.5,-119.34,0.504883,40
3.0294,678.461538,-92.88,-0.783203,39
3.12318,561.95122,-69.84,-0.15918,41
3.11448,452.307692,-52.2,0.50293,39
3.0402,355.5,-37.98,0.504883,40
2.87628,288,-26.46,3.822266,40
2.41152,283.5,-15.12,4.69043,40
1.91754,250.243902,-4.86,5.009766,41
1.4451,230.769231,4.14,2.743164,39
1.05744,216,12.78,-2.645508,40
1.42482,81,16.02,-4.996094,40
1.90332,90,19.62,-4.99707,40
2.39406,122.926829,24.66,-4.996094,41
2.86026,175.384615,31.5,-4.761719,39
3.33402,252,41.58,-4.615234,40
3.78402,57.073171,43.92,0.505859,41
3.56292,841.5,-180,0.505859,40
3.5067,882,-173.52,0.50293,40
3.44268,837,-140.04,0.504883,40
3.36972,742.5,-110.34,0.505859,40
3.2952,612,-85.86,0.504883,40
3.22062,486,-66.42,0.504883,40
3.14646,373.5,-51.48,0.504883,40
3.07986,286.153846,-40.32,0.504883,39
2.90754,241.463415,-30.42,3.662109,41
2.45346,253.846154,-20.52,4.40918,39
1.96962,234,-11.16,5.007812,40
1.48824,234,-1.8,5.007812,40
1.00806,247.5,8.1,0.916016,40
0.89982,219.512195,17.1,-4.996094,41
1.3506,166.153846,23.58,-4.995117,39
1.83498,229.5,32.76,-4.820312,40
2.31576,319.5,45.54,-4.525391,40
2.79582,427.5,62.64,-3.513672,40
3.28536,544.390244,84.96,-2.163086,41
3.6588,660,-180,0.503906,39
3.58104,724.5,-180,0.504883,40
3.52104,785.853659,-180,0.505859,41
3.45936,774,-157.14,0.504883,40
3.38934,706.5,-128.88,0.503906,40
3.31464,589.5,-105.3,0.504883,40
3.24072,459,-86.94,0.504883,40
3.1668,333,-73.62,0.504883,40
3.09468,216,-64.98,0.504883,40
2.97888,112.5,-60.48,1.829102,40
2.66604,36,-59.04,2.188477,40
2.30568,-58.5,-61.38,2.313477,40
1.93278,-157.5,-67.68,2.28418,40
1.61046,-258.461538,-77.76,1.71582,39
1.37568,-390.731707,-93.78,0.931641,41
1.27992,-521.538462,-114.12,0.142578,39
1.23234,-643.5,-139.86,0.946289,40
1.06044,-751.5,-169.92,1.370117,40
0.84624,-801,-180,1.514648,40
0.615,-777.073171,-180,1.500977,41
0.38736,-696.923077,99,1.618164,39
0.204,-576,75.96,0.294922,40
0.23232,-441,58.32,-0.876953,40
0.44256,-342,44.64,-2.322266,40
0.8775,-254.634146,34.2,-3.447266,41
1.36116,-166.5,27.54,-4.237305,40
1.84308,-85.5,24.12,-4.751953,40
2.32248,-9,23.76,-4.985352,40
2.80134,67.5,26.46,-4.951172,40
3.2736,148.5,32.4,-4.654297,40
3.71736,234,41.76,0.50293,40
3.69648,391.5,57.42,0.504883,40
3.61884,513,77.94,0.50293,40
3.5535,643.5,103.68,0.505859,40
3.49026,760.5,-180,0.504883,40
3.43194,841.5,-180,0.503906,40
3.37194,837,-158.76,0.506836,40
3.30348,765,-128.16,0.504883,40
3.23262,641.538462,-103.14,0.504883,39
3.15456,518.04878,-81.9,0.504883,41
3.08124,396.923077,-66.42,0.506836,39
2.97258,292.5,-54.72,1.69043,40
2.6694,225,-45.72,2.586914,40
2.2329,175.5,-38.7,3.269531,40
1.74024,114.146341,-34.02,3.802734,41
1.27278,55.384615,-31.86,4.165039,39
0.79272,4.5,-31.68,4.335937,40
0.3102,-45,-33.48,4.358398,40
-0.17202,-94.5,-37.26,5.009766,40
-0.66684,-149.268293,-43.38,5.009766,41
-1.1571,-225,-52.38,5.009766,40
-1.64952,-306,-64.62,3.015625,40
-2.14482,-418.5,-81.36,1.989258,40
-2.5338,-535.5,-102.78,0.670898,40
-2.61054,-657,-129.06,0.540039,40
-2.72088,-769.5,-159.84,1.070312,40
-2.8959,-841.5,-180,1.211914,40
-3.0813,-832.5,-180,1.311523,40
-3.28332,-760.5,102.78,1.353516,40
-3.41094,-648,76.86,-0.490234,40
-3.31992,-504,56.7,-0.492187,40
-3.25458,-396,40.86,-0.491211,40
-3.18732,-297,28.98,-0.491211,40
-3.1203,-212.307692,20.7,-0.490234,39
-3.05826,-130.5,15.48,-0.492187,40
-2.8653,-99,11.52,-4.996094,40
-2.38662,-108,7.2,-4.996094,40
-1.8996,-72,4.32,-4.238281,40
-1.40928,-45,2.52,-2.529297,40
-0.93534,0,2.52,-1.473633,40
-0.6813,76.5,5.58,-1.498047,40
-0.4227,117,10.26,-3.392578,40
0.00672,117,14.94,-4.995117,40
0.47874,166.5,21.6,-4.995117,40
0.96408,225,30.6,-4.996094,40
1.44756,319.5,43.38,-4.697266,40
1.93128,436.5,60.84,-3.691406,40
2.42724,535.609756,82.8,-2.308594,41
2.86038,670.5,109.62,-0.564453,40
2.93034,729,-180,-0.4375,40
3.0426,805.5,-180,-2.939453,40
3.44052,850.5,-154.98,-2.791992,40
3.7932,787.5,-123.48,0.504883,40
3.70248,625.5,-98.46,0.505859,40
3.63432,499.5,-78.48,0.504883,40
3.5634,369,-63.72,0.504883,40
3.49272,270,-52.92,0.505859,40
3.42138,175.5,-45.9,0.505859,40
3.35496,83.076923,-42.66,0.504883,39
3.25872,17.560976,-41.94,1.188477,41
3.06786,-36.923077,-43.38,1.294922,39
2.76774,-90,-46.98,5.009766,40
2.29344,-135,-52.38,5.008789,40
1.80936,-216,-61.02,3.71582,40
1.30992,-324.878049,-74.34,2.256836,41
0.8742,-443.076923,-91.62,1.214844,39
0.74082,-571.5,-114.48,0.084961,40
0.6942,-693,-142.2,0.978516,40
0.52122,-799.02439,-174.96,1.189453,41
0.33474,-832.5,-180,1.405273,40
0.12888,-796.5,-180,1.355469,40
-0.08232,-697.5,91.98,1.527344,40
-0.2445,-571.5,69.12,0.137695,40
-0.17802,-459,50.76,-1.432617,40
0.13152,-369,36,-2.954102,40
0.60966,-306,23.76,-4.126953,40
1.09626,-229.5,14.58,-4.994141,40
1.57878,-171,7.74,-4.99707,40
2.05812,-126,2.7,-4.516602,40
2.5368,-94.5,-1.08,-1.520508,40
2.75652,-27,-2.16,0.488281,40
2.61486,63,0.36,1.213867,40
2.4906,94.5,4.14,-0.036133,40
2.56464,92.307692,7.74,-2.540039,39
2.99598,48.292683,9.72,-4.708008,41
3.4548,69.230769,12.42,-4.995117,39
3.55038,702,-180,0.506836,40
3.49266,814.5,-180,0.504883,40
3.43662,859.5,-179.1,0.505859,40
3.37236,825.365854,-145.26,0.504883,41
3.30276,733.846154,-116.64,0.504883,39
3.22686,612,-92.16,0.504883,40
3.1488,482.926829,-72.36,0.504883,41
3.0762,360,-57.96,0.504883,40
2.94486,274.5,-46.98,2.322266,40
2.53764,238.5,-37.44,3.167969,40
2.06778,189.230769,-30.06,3.884766,39
1.57224,136.097561,-24.48,4.442383,41
1.09296,99,-20.52,4.87207,40
0.61182,63,-18,5.005859,40
0.12918,54,-15.84,5.008789,40
-0.35106,31.5,-14.58,5.007812,40
-0.8361,18,-13.86,5.009766,40
-1.30182,9.230769,-13.5,5.007812,39
-1.8009,-4.390244,-13.68,5.008789,41
-2.27688,-13.846154,-14.22,5.006836,39
-2.76684,-18,-14.94,5.007812,40
-3.2601,-31.5,-16.2,5.009766,40
-3.71598,-54,-18.36,-0.493164,40
-3.66966,-175.609756,-25.56,-0.489258,41
-3.5934,-221.538462,-34.2,-0.492187,39
-3.52704,-279,-45.36,-0.491211,40
-3.4542,-351,-59.4,-0.491211,40
-3.38388,-441,-77.04,-0.492187,40
-3.31536,-566.341463,-100.26,-0.493164,41
-3.25134,-675,-127.26,-0.493164,40
-3.19404,-792,-158.94,-0.493164,40
-3.13854,-858.461538,-180,-0.491211,39
-3.07674,-842.926829,-180,-0.492187,41
-3.09762,-774,102.06,1.306641,40
-3.26388,-670.5,75.24,0.232422,40
-3.25476,-540,53.64,-0.489258,40
-3.17934,-432,36.36,-0.490234,40
-3.10932,-346.5,22.5,-0.489258,40
-3.03942,-279,11.34,-0.490234,40
-2.84682,-247.5,1.44,-4.995117,40
-2.3736,-270,-9.36,-0.676758,40
-2.43078,-171,-16.2,5.009766,40
-2.89146,-92.307692,-19.8,5.008789,39
-3.39372,-105.365854,-24.12,5.008789,41
-3.84126,-138.461538,-29.52,-0.494141,39
-3.79896,-283.5,-40.86,-0.492187,40
-3.72276,-364.5,-55.44,-0.491211,40
-3.65598,-454.5,-73.62,-0.491211,40
-3.5847,-575.121951,-97.2,-0.493164,41
-3.519,-687.692308,-124.02,-0.491211,39
-3.46098,-801,-156.06,-0.492187,40
-3.40518,-864,-180,-0.490234,40
-3.34536,-855,-180,-0.492187,40
-3.2796,-778.5,104.04,-0.492187,40
-3.20826,-654.146341,77.22,-0.492187,41
-3.13614,-526.5,56.16,-0.491211,40
-3.06546,-405,39.96,-0.491211,40
-2.88162,-333,26.64,-3.814453,40
-2.40276,-306,14.4,-4.853516,40
-1.9113,-252,4.32,-4.99707,40
-1.42194,-216,-4.32,-2.400391,40
-1.18206,-148.5,-10.26,2.75293,40
-1.63248,-4.5,-10.44,5.006836,40
-2.12382,9,-10.08,5.009766,40
-2.61564,9,-9.72,5.008789,40
-3.10938,0,-9.72,5.009766,40
-3.55752,-9,-10.08,-0.470703,40
-3.51192,-110.769231,-14.4,-0.491211,39
-3.43296,-135,-19.8,-0.491211,40
-3.36612,-157.5,-26.1,-0.493164,40
-3.29814,-189,-33.66,-0.492187,40
-3.23256,-238.5,-43.2,-0.492187,40
-3.16242,-310.5,-55.62,-0.492187,40
-3.09306,-405,-71.82,-0.492187,40
-3.11472,-513,-92.34,1.433594,40
-3.28212,-621,-117.18,-0.489258,40
-3.1968,-733.5,-146.52,-0.491211,40
-3.14028,-819,-179.28,-0.492187,40
-3.08028,-834.146341,-180,-0.492187,41
-3.09516,-787.5,-180,1.348633,40
-3.32982,-715.5,86.4,1.570312,40
-3.50058,-576,63.36,-0.492187,40
-3.40686,-468,44.64,-0.490234,40
-3.34206,-369,29.88,-0.491211,40
-3.27546,-292.5,18.18,-0.491211,40
-3.20886,-234,8.82,-0.491211,40
-3.14316,-171,1.98,-0.492187,40
-3.0717,-139.5,-3.6,-0.491211,40
-3.13812,-103.5,-7.74,2.175781,40
-3.39312,-54,-9.9,-0.491211,40
-3.2925,-130.5,-15.12,-0.492187,40
-3.231,-130.5,-20.34,-0.491211,40
-3.16362,-152.307692,-26.28,-0.491211,39
-3.09534,-184.390244,-33.84,-0.489258,41
-3.20304,-212.307692,-42.12,3.773437,39
-3.63732,-216,-50.76,-0.491211,40
-3.59304,-373.5,-65.7,-0.490234,40
-3.5193,-468,-84.42,-0.491211,40
-3.4503,-605.853659,-109.26,-0.490234,41
-3.3873,-724.615385,-137.52,-0.489258,39
-3.33006,-828,-170.64,-0.490234,40
-3.2745,-868.5,-180,-0.492187,40
-3.21276,-828,-180,-0.492187,40
-3.14142,-728.780488,91.62,-0.493164,41
-3.07044,-604.615385,68.04,-0.492187,39
-2.94726,-478.536585,48.42,-1.555664,41
-2.61534,-382.5,33.12,-3.140625,40
-2.13066,-324,20.16,-4.341797,40
-1.63788,-261,9.72,-4.994141,40
-1.16256,-212.307692,1.44,-4.996094,39
-0.67194,-175.609756,-5.76,-0.706055,41
-0.71778,-58.5,-8.1,3.625977,40
-1.19496,45,-6.3,4.970703,40
-1.68702,54,-4.14,3.756836,40
-2.18082,67.5,-1.44,2.450195,40
-2.63436,72,1.44,0.817383,40
-2.68752,13.5,1.98,-0.833008,40
-2.53338,-4.615385,1.8,-1.176758,39
-2.35398,13.170732,2.34,-1.047852,41
-2.18256,41.538462,3.96,-1.394531,39
-1.90872,58.5,6.3,-2.389648,40
-1.47732,58.5,8.64,-3.818359,40
-0.99144,81,11.88,-4.995117,40
-0.49068,131.707317,17.28,-4.996094,41
-0.01848,189.230769,24.66,-4.996094,39
0.4647,265.5,35.28,-4.996094,40
0.95202,355.5,49.5,-4.332031,40
1.43892,468,68.22,-3.203125,40
1.9353,583.902439,92.16,-1.722656,41
2.27718,696.923077,-180,0.176758,39
2.32554,765,-180,-3.001953,40
2.7687,873.658537,-174.24,-2.871094,41
3.22122,846,-140.4,-2.469727,40
3.49806,729,-111.24,0.504883,40
3.39924,589.5,-87.66,0.504883,40
3.32808,461.538462,-69.66,0.504883,39
3.25302,342.439024,-55.62,0.504883,41
3.17838,247.5,-45.72,0.505859,40
3.10464,157.5,-39.42,0.504883,40
2.99922,90,-35.82,1.570312,40
2.68698,63,-33.3,4.032227,40
2.21292,45,-31.5,4.226562,40
1.7568,4.615385,-31.32,4.363281,39
1.26588,-57.073171,-33.66,4.388672,41
0.7959,-110.769231,-37.98,5.008789,39
0.3129,-180,-45.18,5.006836,40
-0.1734,-252,-55.26,5.008789,40
-0.6606,-342,-68.94,2.726562,40
-1.1682,-452.195122,-87.48,1.647461,41
-1.42344,-576.923077,-109.98,0.185547,39
-1.46292,-702,-138.06,0.817383,40
-1.60908,-805.5,-170.28,1.057617,40
-1.78302,-847.317073,-180,1.272461,41
-1.974,-819,-180,1.286133,40
-2.17938,-724.5,93.24,1.418945,40
-2.33832,-603,69.12,0.148437,40
-2.26872,-477,50.04,-1.463867,40
-1.94478,-400.5,34.02,-3.012695,40
-1.46088,-333,20.7,-4.268555,40
-0.96774,-270,9.9,-4.996094,40
-0.47814,-216,1.26,-4.996094,40
-0.00726,-189,-6.3,-0.595703,40
-0.07032,157.5,0,3.993164,40
-0.528,0,0,-0.110352,40
-0.59928,-58.5,-2.34,0.005859,40
-0.66216,-67.5,-5.04,1.298828,40
-0.96672,-40.5,-6.66,3.006836,40
-1.42122,-13.846154,-7.2,4.017578,39
-1.92138,-21.95122,-8.1,4.339844,41
-2.40036,-27.692308,-9.18,4.920898,39
-2.8947,-49.5,-11.16,5.007812,40
-3.38838,-81,-14.4,5.008789,40
-3.84804,-117,-19.08,-0.492187,40
-3.80208,-250.243902,-29.34,-0.491211,41
-3.72528,-323.076923,-41.94,-0.492187,39
-3.6591,-409.5,-58.32,-0.492187,40
-3.59262,-504,-78.48,-0.492187,40
-3.52398,-625.5,-103.5,-0.492187,40
-3.46044,-750.731707,-134.28,-0.491211,41
-3.405,-844.615385,-167.22,-0.490234,39
-3.34638,-864.878049,-180,-0.491211,41
-3.28356,-810,-180,-0.491211,40
-3.21672,-710.769231,97.2,-0.491211,39
-3.14328,-579.512195,73.44,-0.491211,41
-3.07242,-450,55.44,-0.491211,40
-2.91354,-364.5,40.86,-2.552734,40
-2.4612,-319.5,28.08,-3.745117,40
-1.96776,-265.5,17.46,-4.75293,40
-1.47972,-225,8.46,-4.996094,40
-0.98778,-211.5,0,-4.908203,40
-0.5427,-180,-7.2,0.15918,40
-0.71436,-72,-10.08,4.558594,40
-1.17246,-23.076923,-10.98,5.008789,39
-1.66494,-31.5,-12.24,5.007812,40
-2.1564,-58.5,-14.58,5.006836,40
-2.64804,-94.5,-18.36,5.007812,40
-3.14538,-135,-23.76,5.008789,40
-3.6075,-193.5,-31.5,-0.496094,40
-3.57384,-342,-45.18,-0.492187,40
-3.49692,-436.5,-62.64,-0.491211,40
-3.4308,-535.5,-84.06,-0.492187,40
-3.3627,-666,-110.7,-0.492187,40
-3.30288,-787.5,-142.2,-0.491211,40
-3.24612,-869.268293,-177.84,-0.491211,41
-3.18954,-876.923077,-180,-0.491211,39
-3.12126,-799.02439,115.2,-0.492187,41
-3.0516,-684,87.84,-0.427734,40
-3.00408,-549,65.88,-0.178711,40
-2.91438,-432,48.6,-1.704102,40
-2.55858,-378,33.48,-3.120117,40
-2.07324,-324,20.52,-4.316406,40
-1.57986,-279,9.36,-4.995117,40
-1.08948,-243,-0.36,-4.996094,40
-0.64536,-225,-9.36,0.232422,40
-0.82554,-117,-14.04,5.008789,40
-1.30932,-72,-16.92,5.009766,40
-1.79982,-108,-21.24,5.010742,40
-2.2665,-138.461538,-26.64,5.007812,39
-2.76828,-206.341463,-35.1,5.007812,41
-3.2508,-276.923077,-45.9,5.007812,39
-3.70578,-369,-60.66,-0.495117,40
-3.67146,-531,-81.9,-0.491211,40
-3.60024,-639,-107.46,-0.490234,40
-3.53808,-768.292683,-138.96,-0.493164,41
-3.48264,-858.461538,-172.44,-0.492187,39
-3.42594,-873,-180,-0.491211,40
-3.36354,-819,-180,-0.491211,40
-3.29688,-706.5,91.62,-0.491211,40
-3.22638,-575.121951,68.04,-0.491211,41
-3.15876,-452.307692,50.4,-0.491211,39
-3.08808,-346.829268,36.18,-0.489258,41
-2.90442,-283.5,24.84,-4.120117,40
-2.43216,-279,13.68,-4.995117,40
-1.93902,-247.5,3.78,-4.996094,40
-1.44474,-229.5,-5.4,-2.083984,40
-1.27068,-180,-12.6,3.467773,40
-1.7409,-58.5,-14.94,5.008789,40
-2.22666,-81,-18.18,5.010742,40
-2.72664,-112.5,-22.68,5.008789,40
-3.2181,-162,-29.16,5.005859,40
-3.67974,-234,-38.52,-0.494141,40
-3.64434,-387,-54,-0.491211,40
-3.5724,-466.153846,-72.18,-0.493164,39
-3.50298,-605.853659,-97.02,-0.491211,41
-3.43806,-724.615385,-125.28,-0.492187,39
-3.37998,-832.5,-158.58,-0.491211,40
-3.32436,-877.5,-180,-0.490234,40
-3.26364,-846,-180,-0.489258,40
-3.19338,-750.731707,101.7,-0.490234,41
-3.12282,-623.076923,77.4,-0.491211,39
-3.05022,-499.5,57.42,-0.492187,40
-2.8998,-396,41.58,-2.399414,40
-2.46474,-355.5,27.36,-3.69043,40
-1.9626,-302.926829,14.94,-4.791016,41
-1.47144,-261,4.5,-4.994141,40
-0.9951,-240,-4.86,-2.504883,39
-0.75522,-193.170732,-12.78,3.131836,41
-1.20384,-72,-15.66,5.008789,40
-1.70148,-90,-19.26,5.009766,40
-2.18958,-126,-24.3,5.007812,40
-2.68116,-184.5,-31.68,5.009766,40
-3.1791,-243,-41.4,5.007812,40
-3.64422,-328.5,-54.54,-0.494141,40
-3.6081,-508.5,-74.88,-0.492187,40
-3.5364,-598.5,-98.82,-0.493164,40
-3.47316,-738,-128.34,-0.493164,40
-3.41472,-837,-161.82,-0.492187,40
-3.36102,-858.461538,-180,-0.491211,39
-3.29766,-847.317073,-180,-0.491211,41
-3.23154,-752.307692,100.62,-0.491211,39
-3.16152,-625.5,75.6,-0.491211,40
-3.09108,-495,55.8,-0.492187,40
-2.92944,-400.5,39.78,-2.542969,40
-2.46054,-360,25.02,-3.830078,41
-1.98402,-304.615385,13.14,-4.970703,39
-1.49082,-279,1.98,-4.994141,40
-1.00752,-256.5,-8.28,-0.979492,40
-1.01916,-171.219512,-15.3,5.007812,41
-1.4934,-103.5,-19.44,5.010742,40
-1.99128,-130.5,-24.66,5.009766,40
-2.47848,-180,-31.86,5.006836,40
-2.96568,-249.230769,-41.58,5.008789,39
-3.47832,-333.658537,-55.26,5.009766,41
-3.78492,-821.538462,-156.78,-0.492187,39
-3.72408,-860.487805,-180,-0.491211,41
-3.66366,-841.5,-180,-0.491211,40
-3.59442,-751.5,104.22,-0.491211,40
-3.52152,-630,79.02,-0.491211,40
-3.44952,-495,59.22,-0.492187,40
-3.38304,-373.846154,44.64,-0.491211,39
-3.31422,-294.146341,32.58,-0.492187,41
-3.24876,-221.538462,23.94,-0.491211,39
-3.18534,-148.5,18,-0.492187,40
-3.11394,-108,13.68,-0.491211,40
-3.04974,-72,10.8,-0.490234,40
-2.83908,-70.243902,7.92,-4.995117,41
-2.37474,-101.538462,3.96,-4.698242,39
-1.88202,-94.5,0.18,-2.286133,40
-1.50798,-67.5,-2.52,0.076172,40
-1.60644,27,-1.44,1.378906,40
-1.815,61.463415,1.08,0.849609,41
-1.87272,40.5,2.7,-0.485352,40
-1.73304,4.5,2.88,-1.632812,40
-1.4592,-31.5,1.62,-1.717773,40
-1.25562,-9.230769,1.26,-0.523437,39
-1.19862,35.121951,2.7,-0.549805,41
-1.0659,36,4.14,-1.626953,40
-0.7566,18,4.86,-2.496094,40
-0.32862,-9,4.5,-2.918945,40
0.12216,-4.5,4.32,-2.680664,40
0.53874,13.5,4.86,-2.577148,40
0.96462,36,6.3,-2.915039,40
1.43352,49.5,8.28,-3.797852,40
1.91364,63,10.8,-4.996094,40
2.3694,78.461538,13.86,-4.99707,39
2.8461,108,18.18,-4.995117,40
3.31842,162,24.66,-4.995117,40
3.52866,720,-180,0.505859,40
3.4701,832.5,-180,0.504883,40
3.4137,877.5,-170.82,0.504883,40
3.35082,859.5,-136.44,0.504883,40
3.27936,760.5,-106.02,0.504883,40
3.20268,634.5,-80.64,0.504883,40
3.1257,504,-60.48,0.505859,40
3.05004,390.731707,-44.46,0.504883,41
2.8866,319.5,-31.68,3.329102,40
2.42232,310.5,-19.26,4.294922,40
1.93668,265.5,-8.64,5.009766,40
1.45566,247.5,1.26,5.003906,40
0.99708,243,10.98,-0.911133,40
1.14246,144,16.74,-4.994141,40
1.6137,117,21.42,-4.996094,40
2.09592,157.5,27.72,-4.994141,40
2.57724,225,36.72,-4.462891,40
3.05454,306,48.96,-4.205078,40
3.50352,383.076923,63.9,-3.238281,39
3.5052,544.5,-72.36,0.504883,40
3.43152,418.5,-55.62,0.505859,40
